input,output
There are many countries in the world that hardly qualify as pluralistic democracies. | There are many countries in the world that hardly qualify as pluralistic democracies,arguing
"China will not agree to put its citizens on a foreign spaceship, as it must launch its own space vehicle from its own cosmodrome. | will not agree to",agreement
"The ""elder brother ""(the Chinese people used to call the Soviet Union this) was not against helping the ""younger brother ""in the field of modernization. | was not against",agreement
"However, it is evident now that China has reliable rocket systems; it has mastered the art of space navigation and soft landing of a spaceship. | it is evident now that China has reliable rocket systems",arguing
"Therefore, the ""Chinese Gagarin ""will probably say ""Go! ""no later than 2005. | say ""Go! """,sentiment
The Soviet Union can launch ambassador Liu Xiao into space! | can launch ambassador Liu Xiao into space,arguing
"Here is an interesting detail from his unpublished ""Moscow speech ""that was delivered to Chinese students studying in Russia. | interesting",sentiment
The current goal is to examine the module and its contents (like in the first two cases). | goal is to,intention
Mao Tse-tung was passionate about this idea. | was passionate about,sentiment
"As China's experts believe, there should be at least four test unmanned flights performed before they can launch a man into space. | believe, there should be at least four test unmanned flights performed before they can launch a man into space",arguing
"That speech was delivered on November 15, 1957, and the Central Committee of the Communist Party of China authorized its rocket production program a year before that, in October of 1956 (on Mao Tse-tung's initiative). | initiative",intention
"Meaning that rather than challenging and issuing objections to the Australian space project, Indonesia should take advantage of our southern neighbour's space activities. | challenging and issuing objections to",agreement
"On the other hand, Christmas Island is certainly an ideal location for rocket launches due to its proximity to the Equator and the geostationary orbit (GSO). | is certainly an ideal location",arguing
"Meaning that rather than challenging and issuing objections to the Australian space project, Indonesia should take advantage of our southern neighbour's space activities. | rather than challenging and issuing objections to the Australian space project",arguing
"Unfortunately, historical precedent shows that claiming compensation is no easy matter. | Unfortunately",sentiment
"Therefore, plans to construct a space port should be moved from Christmas Island if Australia is really willing to listen to Indonesia's objections. | is really willing to",intention sentiment
"The treaty also pledges that the launching of space objects be purely for humanitarian purposes and not for military purposes, ""Priyatna said. | pledges",intention
"""If Australia then denies the claim, we need only demand that Australia produce proof that the space debris did not originate from its space centre activities. | denies",arguing
Even more worrying is the possibility that a space station could be transformed into a military base and pose a threat to Indonesia's national sovereignty. | pose a threat to Indonesia's national sovereignty,arguing
"In the case of objections to the Christmas Island space station, Indonesia would need to be able to show that damage that has occurred within its territorial area was caused by space objects launched from the Christmas Island station. | objections to",agreement
"Australia should adhere to the Cardinal Principle of International Law, which states that all nations in the world must first respect and promote the humanitarian interests and progress of all humankind. | should adhere to the Cardinal Principle of International Law",arguing
"The problem is, this large-scale project right in our own backyard could not only potentially cause space debris consisting of bits of rocket, fuel and satellites to fall into Indonesian territory, but will also disrupt flights and shipping. | The problem is, this large-scale project right in our own backyard could not only potentially cause space debris consisting of bits of rocket, fuel and satellites to fall into Indonesian territory, but will also disrupt flights and shipping",sentiment
"Of course, lodging a claim is not as simple as clapping one's hands. | is not as simple as clapping one's hands",arguing
"Australia should adhere to the Cardinal Principle of International Law, which states that all nations in the world must first respect and promote the humanitarian interests and progress of all humankind. | must first respect and promote the humanitarian interests and progress of all humankind",arguing
"""In principle, my personal opinion is that we shouldn't go against the current. | personal opinion is that we shouldn't go against the current",arguing
"The nation should certainly be concerned about the plans to build a rocket launch pad, work on the infrastructure for which is due to start in 2002, with launches beginning from 2004. | should certainly be concerned about the plans to build a rocket launch pad",arguing
It would suffice to submit a claim to the UN Claims Commission and state that the space debris in Indonesia had originated from the Australian space centre. | It would suffice to,arguing
"""If Australia then denies the claim, we need only demand that Australia produce proof that the space debris did not originate from its space centre activities. | If Australia then denies the claim, we need only demand that Australia produce proof that the space debris did not originate from its space centre activities",arguing
"Although diplomatic overtures to express official objections have not yet been made, the government through the National Space and Flight Agency has already warned of the possible risks facing Indonesia. | has already warned of",sentiment
"Rather we should the use the current to our mutual benefit, ""he said. | should the use the current to our mutual benefit",arguing
"Therefore, plans to construct a space port should be moved from Christmas Island if Australia is really willing to listen to Indonesia's objections. | should be moved from Christmas Island if Australia is really willing to listen to Indonesia's objections",arguing
"Indonesia would not need to produce further evidence to substantiate its claim, he said. | would not need to produce further evidence to substantiate its claim",arguing
"At such close proximity, if bilateral relations with Australia were to take a turn for the worse, firing at Indonesia would be extremely easy. | At such close proximity, if bilateral relations with Australia were to take a turn for the worse, firing at Indonesia would be extremely easy",sentiment
Indonesia can exploit this principle of the Space Treaty 1967. | can exploit this principle,arguing
"Unfortunately, historical precedent shows that claiming compensation is no easy matter. | is no easy matter",arguing
"""If Australia then denies the claim, we need only demand that Australia produce proof that the space debris did not originate from its space centre activities. | demand",sentiment
"In claiming compensation from the Soviet Union over Cosmos 954, Canada was forced to navigate numerous procedural complications. | was forced to navigate numerous procedural complications",sentiment
Indonesia at the very least needs to sign the UN Convention on Space as well as ratify several other treaties governing national activities in outer space. | at the very least needs to sign the UN Convention on Space as well as ratify several other treaties governing national activities in outer space,arguing
This would of course require advanced technology and great cost to bring the matter to a claim submission. | would of course require advanced technology and great cost to,arguing
Indonesia can exploit this principle of the Space Treaty 1967. | Indonesia can exploit this principle,sentiment
"Although diplomatic overtures to express official objections have not yet been made, the government through the National Space and Flight Agency has already warned of the possible risks facing Indonesia. | overtures to express official objections",agreement
Even more worrying is the possibility that a space station could be transformed into a military base and pose a threat to Indonesia's national sovereignty. | Even more worrying is,sentiment
"Rather than issuing a letter of objection to the Australian Government, wouldn't it be better to join them in our own national interest? ""he asked. | wouldn't it be better to join them in our own national interest",arguing
This is a very important lesson for Indonesia. | is a very important lesson for Indonesia,arguing
"Rather than issuing a letter of objection to the Australian Government, wouldn't it be better to join them in our own national interest? ""he asked. | issuing a letter of objection",agreement
"If a rocket launch fails, debris weighing hundreds of tonnes will be scattered over the densely-populated island of Java or the tourist island of Bali, and on to the east as far as Timor. | If a rocket launch fails, debris weighing hundreds of tonnes will be scattered over the densely-populated island of Java or the tourist island of Bali, and on to the east as far as Timor",sentiment
"Therefore, plans to construct a space port should be moved from Christmas Island if Australia is really willing to listen to Indonesia's objections. | objections",agreement
"This is no different to arbitration hearings to resolve other cases, ""Priyatna said. | is no different to arbitration hearings to resolve other cases",arguing
"The nation should certainly be concerned about the plans to build a rocket launch pad, work on the infrastructure for which is due to start in 2002, with launches beginning from 2004. | be concerned about",sentiment
"This is a first on a ""TMA, ""which attests to the confidence the Russian and European partners have put in him. | This is a first on a ""TMA, ""which attests to the confidence the Russian and European partners have put in him",arguing
"The latest, and also undoubtedly the most logical, is internal to the SSTC, the federal Scientific, Technical, and Cultural Services, which, in particular, manage the country's space budgets. | undoubtedly the most logical",sentiment
His dynamism is an asset. | His dynamism is an asset,sentiment
His dynamism is an asset. | is an asset,sentiment
"As Picque emphasized, ""for many years, each franc invested by Belgium in space has brought in three francs."" | emphasized, ""for many years, each franc invested by Belgium in space has brought in three francs",sentiment
The SSTC's overall budget will not suffer from this. | will not suffer from this,arguing
"""This assessment confirms us in our choices, ""a delighted Ylieff said. | confirms us in our choices",arguing
"""Frank worked at Star City with much intensity. | worked at Star City with much intensity",sentiment
"People there are really unanimous about him, ""she told us. | are really unanimous about",sentiment
This is an amount that Belgian yesterday pledged to pay to Russia. | pledged to,intention
"""This should insure that we can recover the sums involved, that in the prospect of another space trip.""One million euros will be devoted to this ""cancellation ""insurance. | should insure that we can recover the sums involved",arguing
"On Thursday [29 November] the Belgian Government formally committed itself, vis-a-vis its Russian and European partners (the European Space Agency [ESA]), to pay Frank De Winne's ticket into space. | formally committed itself",intention
"In Brussels on Wednesday [28 November], the French astronaut Claudie Haignere, who had just completed a flight in space together with the Russians that in every way was identical to the one scheduled for De Winne, could not find enough praise for our fellow citizen, with whom she trained for several months in Moscow. | could not find enough praise for",sentiment
Nor will the space sector's in particular. | Nor will the space sector's in particular,arguing
"Shuttleworth, 28, who paid the Russians 20m dollars for his jaunt in space, termed the experience ""extraordinary."" | extraordinary",sentiment
"I'm ready to go back, ""Vittori told Italian general Mario Arpino during a telephone call shortly after the Russian Soyuz space capsule made its touch-down in Kazakhstan. | ready to",intention
"""It was a tough but gratifying experience. | gratifying experience",sentiment
"Russian officials said the three men, including the world's second space tourist South African millionaire Mark Shuttleworth, were in fine condition. | were in fine condition",sentiment
"His training in Russia combined with his knowledge of American techniques will put him at an advantage if the role of station commander should open up in the future, he said before his training started. | will put him at an advantage",sentiment
"South Africans should be looking up smiling when he returns, Shuttleworth replied. | should be looking up smiling when he returns",arguing
"He said he had seen the most magnificent sunset and sunrise over Africa, at which Mbeki asked him to bring pictures ""so that we can know what we look like to you from up there "". | the most magnificent",sentiment
"South Africans should be looking up smiling when he returns, Shuttleworth replied. | smiling",sentiment
"He said he had seen the most magnificent sunset and sunrise over Africa, at which Mbeki asked him to bring pictures ""so that we can know what we look like to you from up there "". | asked",sentiment
"Speaking via a live satellite link from Bloemfontein, the president praised the so-called ""Afronaut ""for his contribution to science and Africa's renaissance. | praised",sentiment
"""I have had moments of terror and moments of sheer exhilaration, ""he proclaimed. | moments of terror",sentiment
"I cannot imagine anything as beautiful as that.""The 28-year-old Internet millionaire said he was sleeping comfortably, and the food was not too bad either. | cannot imagine anything as beautiful as",sentiment
"Shuttleworth also expressed his condolences to the family and friends of Safety and Security Minister Steve Tshwete, who died on Friday night, a message Mbeki undertook to convey. | expressed his condolences to the family and friends of Safety and Security Minister Steve Tshwete, who died on Friday night",sentiment
"I cannot imagine anything as beautiful as that.""The 28-year-old Internet millionaire said he was sleeping comfortably, and the food was not too bad either. | sleeping comfortably",sentiment
Shuttleworth agreed that this was essential towards Africa's rebirth. | agreed,agreement
"Mbeki expressed South Africa's pride at Shuttleworth's efforts, saying they would go a long way towards inspiring young people to take up subjects like engineering, mathematics and science. | pride at",sentiment
"In the meantime, two Americans, a singer from the boy group NSYNC Lance Bass and former NASA Associate Administrator Lori Garver, are completing medical examinations at the Institute for Biomedical Problems in Moscow to be okayed for a flight. | to be okayed for a flight",sentiment
"According to Koptev, such interaction with Europe would make it possible for six spacemen to be on board the ISS rather than the current three, as well as to use a Russian Soyuz rocket as a rescue spaceship. | would make it possible for six spacemen to be on board the ISS rather than the current three, as well as to use a Russian Soyuz rocket as a rescue spaceship",arguing
"The recall conducted in China in 1999 was purely a precautionary measure and no reports of any incidents in China had been received at that time, China Daily quoted the statement as saying. | was purely a precautionary measure",arguing
The exclusion of China from the recall has led to claims that the firm was biased against Chinese customers. | claims that the firm was biased against Chinese customers,arguing sentiment
Indonesian authorities have been alerted to the presence of another boat believed to be carrying illegal immigrants bound for Australia. | believed to be carrying illegal immigrants bound for Australia,arguing
"Earlier Australia's immigration minister, Philip Ruddock, said it was believed the boat was carrying 80 people. | it was believed the boat was carrying 80 people",arguing
"The owner though that the animal was suffering from some intoxication, which was confirmed also by the veterinarian called to examine the cow. | though that the animal was suffering from some intoxication",arguing
"The owner put down the animal, although the vet had forbidden him to do so. | had forbidden",agreement
"Indian forces retaliated, killing four Pakistani soldiers and destroying six bunkers, he said. | retaliated, killing four Pakistani soldiers and destroying six bunkers",sentiment
"""About 90 percent of foreigners'missing passports are Korean's, and the missing passports are being used mostly for crimes like illegal entry, downgrading the nation's credibility in the international community, ""the official said. | downgrading the nation's credibility in the international community",sentiment
"The figures are feared to be higher since many cases were not reported, an embassy official said. | are feared",sentiment
"Uzbekistan is planning to increase its annual cotton target in 2002 despite the fall in cotton prices on the world market, the IRNA [Iranian] news agency quoted an Uzbek Agriculture Ministry department head as saying yesterday. | is planning to",intention
"""But as we received it from a US official, we believe it is reliable, ""Hakansson said. | believe it is reliable",arguing
"Yesterday [07 January], the National Institute of Radiation Protection (SSI) announced that it could not exclude the possibility of people who had come into contact with the container suffering acute health effects from radiation. | could not exclude the possibility of people who had come into contact with the container suffering acute health effects from radiation",arguing
He is expected to give Koizumi Musharraf's letter implicitly asking for Japan's debt relief for Pakistan. | implicitly asking for,sentiment
"Bilateral agreements regarding the Saindak copper and gold projects, Thar coal mines development, technical and economic cooperation, and a joint revolving fund for scientific research, and other hydroelectric projects are likely to be signed during the visit. | agreements",agreement
"Police seized 33,9000 euros -- believed to be earnings from smuggling operations -- in the apartment of the 35-year-old suspected ringleader. | believed to be earnings from smuggling operations",arguing
"According to Dr Al-Amri, the top priority of Saudi businesses these days is the application of customer relationship management (CRM) capabilities. | the top priority of Saudi businesses these days",sentiment
"Although the defense officials declined to give details of the messages exchanged between the vessel and the North Korean side, they said, ""The ship may have been involved with the smuggling of drugs used to treat drug addicts."" | declined",agreement
The medic blamed the outbreak on congestion in the slums and failure to observe basic hygienic practices. | blamed,sentiment
The medic blamed the outbreak on congestion in the slums and failure to observe basic hygienic practices. | blamed the outbreak on congestion in the slums and failure to observe basic hygienic practices,arguing
They are also being advised to seek medical attention immediately they detect symptoms of the disease. | are also being advised to seek medical attention immediately they detect symptoms of the disease,arguing
"Anti-smuggling teams in Izmir stopped two buses in Bornova town and captured 108 persons including 28 Turks who wanted to go to Germany, in the buses. | wanted to",sentiment
The ship is believed to carry illegal immigrants. | is believed to carry illegal immigrants,arguing
"The official programme of Kasyanov's stay in capital Ulaanbaatar will begin with a tete-a-tete meeting with Mongolian Prime Minister Nambaryn Enhbayar on Monday, followed by talks in an extended format and signing of several agreements. | agreements",agreement
Moscow has expressed the wish to import more Mongolian meat. | has expressed the wish to,sentiment
"At the same time, the ambassador said in an interview with ITAR-TASS that large Russian capital and businesses ""are not active enough in dealings with Mongolia ""at the moment. | are not active enough in dealings with Mongolia ""at the moment",arguing
"But, say the scientists, tiny DNA strands can store huge amounts of information in minuscule space -- one cubic centimeter of DNA can store more information than a trillion CDs. | can store more information than a trillion CDs",sentiment
"Natural DNA processes also involve inaccuracies which are corrected by other genes, says Shapiro, and it is almost impossible to reach absolute accuracy using biological systems. | it is almost impossible to",arguing
"Professor Shapiro and a growing number of other scientists believe DNA-based computers may lead to a number of useful applications -- they could be planted inside cells, where they would watch for irregularities or even synthesize drugs. | believe DNA-based computers may lead to a number of useful applications",arguing
"But, say the scientists, tiny DNA strands can store huge amounts of information in minuscule space -- one cubic centimeter of DNA can store more information than a trillion CDs. | can store huge amounts of information in minuscule space",sentiment
Some scientists believe DNA-based computers could have an advantage over existing computers based on silicon chips. | believe DNA-based computers could have an advantage over existing computers based on silicon chips,arguing
"Although he questions whether biomolecular computers will ever become really useful, he believes they are a ""step in the right direction."" | believes they are a ""step in the right direction",arguing
"""They work better than anything I've seen so far, ""said Eric Baum, a computer scientist at the NEC Research Institute in Princeton, New Jersey. | work better than anything I've seen so far",sentiment
"Although he questions whether biomolecular computers will ever become really useful, he believes they are a ""step in the right direction."" | are a ""step in the right direction",sentiment
"Currently, many engineering students in universities prefer to specialise in the electrical or computer disciplines because the demand for them is higher. | demand for",sentiment
"The army would like to request whoever is engaged in this criminal activity, to stop, ""he said. | would like to request",sentiment
"The army would like to request whoever is engaged in this criminal activity, to stop, ""he said. | would like to request whoever is engaged in this criminal activity, to stop",sentiment
The Mozambican soldiers have promised to act quickly. | have promised to,intention
Head of International Cooperation Department of Romania's Nuclearelectrica Teodor Chirica says that the VVER-1000 technology to be contributed by Russian experts is accepted in the world because is coated for protection and built on US and German supervision and automation systems. | is accepted,agreement
"Romania has built the first reactor at the Cernavoda n-plant on Canadian technology, having opted for a CANDU type of reactor instead of Russia's VVER-4000. | having opted for",sentiment
"On a recent visit to Turkey, Romania's Prime Minister Adrian Nastase presented his Turkish counterpart Bulent Ecevit the advantages of investments in the plant at Cernavoda, which include a generation price of $12/MWh. | the advantages of",sentiment
"Experts said the Chinese economy will have tremendous opportunities after China's entry to the WTO, while it will also face many challenges which will require accelerated and profound reform in enterprises, the financial system and social security. | will have tremendous opportunities after China's entry to the WTO",arguing
"Experts said the Chinese economy will have tremendous opportunities after China's entry to the WTO, while it will also face many challenges which will require accelerated and profound reform in enterprises, the financial system and social security. | will also face many challenges which will require accelerated and profound reform in enterprises, the financial system and social security",arguing
"He suggested that the six major risks China will confront include the development of medium-sized and small enterprises, and the setting up of a sound social security system and a society ruled by law. | suggested that the six major risks China will confront include the development of medium-sized and small enterprises, and the setting up of a sound social security system and a society ruled by law",arguing
"The explosion -- apparently caused by a device left in a rubbish bin -- which occurred seven kilometres (4.3 miles) away from the conference venue on Saturday, blew off the victim's lower left arm, injured his leg and left him in a coma. | apparently caused by a device left in a rubbish bin",arguing
Karimov stressed that trade turnover between Uzbekistan and Japan in 2001 is expected to be quite good. | is expected to be quite good,sentiment
Brokers said chip-related issues in Tokyo got a boost from an international trade association saying North America-based manufacturers of semiconductor equipment saw orders and shipments rise in December. | got a boost from an international trade association saying North America-based manufacturers of semiconductor equipment saw orders and shipments rise in December,arguing
"At the request of the Red Crescent Society of Pakistan, ACEC has called for donations of relief goods on its Web site since early November. | request",sentiment
"ACEC is also calling for monetary donations because it needs more money to pay shipping costs, the officials said. | is also calling for",sentiment
"At the request of the Red Crescent Society of Pakistan, ACEC has called for donations of relief goods on its Web site since early November. | has called for",sentiment
Merchant vessels have been warned to operate several miles off the coast to prevent being detected by rebels along the northeastern seaboard. | have been warned to operate several miles off the coast to prevent being detected by rebels along the northeastern seaboard,arguing
"The navy craft had approached the small boat thinking it was in distress as an elderly man, a teenager and another person onboard had put up a white flag. | thinking it was in distress",arguing
"The press secretary of the Iranian embassy in Tajikistan, Alii Tusi [name transliterated], told Asia-Plus that the decision had been taken at a meeting last week between an Iranian delegation and the administration of Soghd Region and Khujand. | the decision",intention
"The Iraqi side has pledged to ""take into consideration the Russian Fuel and Energy Ministry's recommendations ""related to allocation of oil export quotas to its Russian partners. | recommendations ""related to",sentiment
"The Iraqi side has pledged to ""take into consideration the Russian Fuel and Energy Ministry's recommendations ""related to allocation of oil export quotas to its Russian partners. | has pledged to",intention
"Wang Lequan, secretary of the regional committee of the Communist Party of China, has listed comprehensive treatment of the Tarim River and the project to ship natural gas from Xinjiang to eastern China as the most important projects for this year. | the most important projects for this year",arguing
"Moscow, 27 November: Russia intends to modernize and extend the service life of 11 power units in its nuclear power stations by 2005. | intends",intention
"The programme calls for the overhaul of nuclear power stations with a view to extending their safe and efficient operation, extending the service life of power units, resumption of the construction of power units and compiling a list of promising sites for future nuclear power stations. | calls for",sentiment
"Ivanic and Finance Minister Milenko Vracar are to meet with the governor of province Hebei Niu Maosheng, who invited them to the visit, and other officials of this province. | invited",sentiment
"The agency said that the trade balance was favourable, at 1.84bn dollars over the period (the balance in January-September 2000 was favourable, at 2.89bn dollars). | was favourable",sentiment
"He said that banks, real estate, construction projects, stock markets, investing in losing companies and gambling are among the favourite targets for money launderers. | are among the favourite targets",sentiment
"But, Koizumi has not changed his plan to visit the Marco Polo Bridge, the site of the 1937 clash that led to an eight-year war between Japan and China, and a nearby museum commemorating China's anti-Japanese movement, they said. | plan to",intention
"Geneva, May 10 (XINHUA) -- The insurer Swiss Life has pulled the plug on its planned expansion in China, preferring to concentrate on its core European markets, according to a report by Swiss Radio International (SRI). | preferring to",sentiment
SRI reported that Swiss Life decided to pull out of the Chinese market earlier this year. | decided to,intention
"The slain militants owing allegiance to Lashker-e-Toiba have been identified as Abu Saifullah, Abu Talha and Abu Huraira. | owing allegiance to",sentiment
"A prevailing view is that these piracy attacks are actually committed by anti-government guerrillas amidst mounting political unrest."" | prevailing view is that these piracy attacks are actually committed by anti-government guerrillas amidst mounting political unrest",arguing
"However, the foundation warned that the number of pirate attacks, in the new form of sea jacking ships for ransom, has been increasing. | warned",sentiment
"Hariri said that trade and exchanges between the two nations were developing, and Lebanon hoped China would become its strategic partner in trade and economy, investment and modern technology exchanges, urging a greater role from entrepreneurs in developing bilateral ties. | urging",sentiment
"Yu Xiaosong, president of the China Council for the Promotion of International Trade (CCPIT), said trade between China and Lebanon last year surged 40 percent from the year before, and cooperation in agriculture, infrastructure and contracting projects also recorded great progress. | also recorded great progress",sentiment
Premier Zhu Rongji and ASEAN leaders agreed at the fifth China-ASEAN leaders'summit in November to set up a free trade area within 10 years. | agreed,agreement
"But the official declined to disclose details about their two-day negotiations, saying these are just working level talks and more substantial progress will be made at the China and ASEAN economic ministers'meeting in September. | more substantial progress will be made at the China and ASEAN economic ministers'meeting in September",arguing
"""We are confident the framework will be ready for Chinese and ASEAN leaders to finalize at their November summit, ""said a senior official with the Chinese Ministry of Foreign Trade and Economic Co-operation (MOFTEC). | are confident the framework will be ready for Chinese and ASEAN leaders to finalize at their November summit",arguing
"Chinese and ASEAN officials said the decision by Chinese and ASEAN leaders to establish a free trade area is a ""historic milestone in economic co-operation between China and ASEAN ""and ""demonstrates strong commitments by China-ASEAN leaders to regional integration and economic globalization as they pursue peace and stability and prosperity in the region."" | is a ""historic milestone in economic co-operation between China and ASEAN ""and ""demonstrates strong commitments by China-ASEAN leaders to regional integration and economic globalization as they pursue peace and stability and prosperity in the region",sentiment arguing
"But the official declined to disclose details about their two-day negotiations, saying these are just working level talks and more substantial progress will be made at the China and ASEAN economic ministers'meeting in September. | are just working level talks",arguing
"A young Arab chemical engineer contacted him the next day, he said, to ask him to act as an intermediary in the sale of the nuclear fuel from the Kozlodui nuclear power plant. | ask",sentiment
"The businessman said he turned down an offer of a 200,000 dollar commission for the sale. | turned down",agreement
The meeting is the first since the initiative got the nod from their leaders during the annual ASEAN-China leaders'summit in Brunei last November. | got the nod,agreement
"Local dailies quoted senior Commerce Ministry official Boontipa Simaskul as saying that if China agrees to form a bilateral free-trade area, the time frame will be set immediately. | agrees to",agreement
"He proposed to Gazprom to participate in a tender for the privatization of petrochemical companies in Romania and also to consider that country ""as partner for supplies of oil and gas equipment to Russia, ""the press release said. | consider that country ""as partner for supplies of oil and gas equipment to Russia",arguing
"He proposed to Gazprom to participate in a tender for the privatization of petrochemical companies in Romania and also to consider that country ""as partner for supplies of oil and gas equipment to Russia, ""the press release said. | proposed to",sentiment
The ambassador passed on an invitation from Romanian Prime Minister Adrian Nastase to Miller to come to Romania on a working visit. | invitation from Romanian Prime Minister Adrian Nastase to,sentiment
Indidis appealed to the public to assist the police with information that might lead to the re-arrest of the prisoners. | appealed to,sentiment
"It is believed that sand from northern areas, especially the Inner Mongolia Autonomous Region, and floating dust from the city's uncovered construction sites are the main causes. | It is believed that sand from northern areas, especially the Inner Mongolia Autonomous Region, and floating dust from the city's uncovered construction sites are the main causes",arguing
"According to reports received from family members in Rumonge [southwestern Burundi], the fishermen were freed by their kidnappers, the FDD-FNL [Forces for the Defence of Democracy-National Liberation Forces] rebels, who had confused the fishermen's boat to be that of the Burundi army. | had confused the fishermen's boat to be that of the Burundi army",arguing
The conflict in the former Zaire broke out when rebels backed by Laurent Kabila's erstwhile allies Rwanda and Uganda launched an insurgency in August 1998. | backed,sentiment
"Masire said this week he was determined to ""ensure that people from all corners of the country are allowed to express their views "", adding that he wanted to avoid a ""superficial ""exercise. | was determined to",sentiment intention
"""The political players must overcome their divisions by finding a formula for consensus, ""said Lebatt, who is former foreign and cooperation minister of Mauritania. | must overcome their divisions by finding a formula for consensus",arguing
"The Lusaka accord merely speaks about ""political opposition "", he said. | merely speaks about ""political opposition",sentiment
"Masire said this week he was determined to ""ensure that people from all corners of the country are allowed to express their views "", adding that he wanted to avoid a ""superficial ""exercise. | wanted to avoid",sentiment
"Lebatt told the media conference that deep divergences remained concerning the designation of delegates to represent DRC political parties, and those to represent the parties who signed the Lusaka agreement. | deep divergences remained concerning",arguing
"The young president's father Laurent, assassinated in January, had sidelined Masire after accusing him of being biased in favour of the rebels. | being biased in favour of",sentiment
"Masire said this week he was determined to ""ensure that people from all corners of the country are allowed to express their views "", adding that he wanted to avoid a ""superficial ""exercise. | wanted to",sentiment
"However, through the protests of local labor groups, foreign laborers'working rights were protected, bringing extra attention to the power of Taiwan labor groups. | the power of",arguing
"However, through the protests of local labor groups, foreign laborers'working rights were protected, bringing extra attention to the power of Taiwan labor groups. | the protests of",sentiment
"Recently, Lin added, the Republic of China government was about to eliminate the minimum wage requirement for foreign workers mainly due to pressure from the business sector. | pressure from",sentiment
"Lin told CNA that the CFL gained high appraisal in its efforts to protect the rights of Thai, Filipino, Indonesian and Vietnamese workers in Taiwan. | high appraisal",sentiment
"""Since our technical equipment is far from perfect, we perhaps seize even less than 10 per cent, ""Nazarov said in an interview with the Thursday edition of Nezavisimaya Gazeta. | is far from perfect",sentiment
The two countries have each accused the other of backing dissidents. | accused the other of backing dissidents,arguing sentiment
The two countries have each accused the other of backing dissidents. | backing,sentiment
"In March, Uganda declared Rwanda a hostile nation because of tensions arising from Kigali's alleged support for a rival to Museveni in a presidential election. | support for",sentiment
"GATUNA, Rwanda, July 6 (AFP) - President Paul Kagame of Rwanda and his Ugandan counterpart Yoweri Museveni began talks here Friday in a bid to mend soured relations between their neighbouring countries. | soured relations between",sentiment
"In March, Uganda declared Rwanda a hostile nation because of tensions arising from Kigali's alleged support for a rival to Museveni in a presidential election. | support for a rival to",sentiment
"This perception is also fueled by the crime statistics of Ang-See, who represents the pessimistic outlook in contrast to the more dismissive outlook of the PNP whose statistics are less alarming than those of Ang-See. | is also fueled by the crime statistics of Ang-See",arguing
There is a strong perception in the diplomatic community that the abduction was a fake kidnap-for- ransom and was a political act to demonstrate the administration's incapacity to put crime under control. | incapacity to put crime under control,sentiment
"The diplomatic community's perception of President Macapagal is that she is organized, knows her economics, does her homework, and has been unscathed by scandals that have been rubbed on her skin by a scandal-mongering opposition. | have been rubbed on her skin by a scandal-mongering",sentiment
The advisories have been prompted by domestic lawlessness and political turbulence rather than by a possible outbreak of insidious terrorist attacks associated with al-Qaida and Osama bin Laden and provoked by the American military action in Afghanistan. | insidious,sentiment
"The abduction, however, delivered a more devastating blow on the capacity of the Macapagal administration to crack down on kidnap syndicates than the grim statistics trotted out by Teresita Ang-See, the Chinese-Filipino anti-crime ""crusader, ""who has relished the role of Cassandra to the Philippine National Police under the new administration. | The abduction, however, delivered a more devastating blow on the capacity of the Macapagal administration to crack down on kidnap syndicates than the grim statistics trotted out by Teresita Ang-See",sentiment
"While Ang-See's statistics, derived mainly from non-official sources, paint a grim picture, they should not be ignored. | paint a grim picture",sentiment
Her hoses have to be directed at internal terrorism. | Her hoses have to be directed at internal terrorism,arguing
The advisories have been prompted by domestic lawlessness and political turbulence rather than by a possible outbreak of insidious terrorist attacks associated with al-Qaida and Osama bin Laden and provoked by the American military action in Afghanistan. | The advisories,sentiment
"While Ang-See's statistics, derived mainly from non-official sources, paint a grim picture, they should not be ignored. | should not be ignored",arguing
"This perception is also fueled by the crime statistics of Ang-See, who represents the pessimistic outlook in contrast to the more dismissive outlook of the PNP whose statistics are less alarming than those of Ang-See. | the pessimistic outlook",sentiment
"This perception is also fueled by the crime statistics of Ang-See, who represents the pessimistic outlook in contrast to the more dismissive outlook of the PNP whose statistics are less alarming than those of Ang-See. | the more dismissive outlook of",sentiment
"Since the members of the diplomatic community had previously been immune from the predatory attacks of the gang, the abduction of the diplomat's wife naturally has generated anxieties among foreign governments about how safe their diplomats are in this country. | predatory attacks of",sentiment
"Some administration officials wonder whether she paints doomsday scenarios just to embarrass the administration and to portray the contrast in performance between the PNP under Lacson and the current PNP leadership, which has no love lost with Lacson. | paints doomsday scenarios",sentiment
"At the same time, the PNP can't be burying its head in the sand and offering explanations all the time, rather than check the rise of kidnappings. | burying its head in the sand and offering explanations all the time",sentiment
"The diplomatic community's perception of President Macapagal is that she is organized, knows her economics, does her homework, and has been unscathed by scandals that have been rubbed on her skin by a scandal-mongering opposition. | perception of President Macapagal is that she is organized, knows her economics, does her homework, and has been unscathed by scandals that have been rubbed on her skin by a scandal-mongering opposition",sentiment
But the downside is that the deterioration of peace and order is her nemesis that is undoing all her diplomatic initiatives in the world stage to project the Philippines as a staunch ally in the US-led coalition in the war on international terrorism. | But the downside is that the deterioration of peace and order is her nemesis that is undoing all her diplomatic initiatives in the world stage to project the Philippines as a staunch ally in the US-led coalition in the war on international terrorism,arguing sentiment
Some diplomats raise questions about her priorities. | priorities,sentiment
